Var1 Var2 loglik
1 2_163029526 2_163029526 -983.700679109416
2 2_163045161 2_163029526 -983.696679247872
3 2_163061794 2_163029526 -983.693119095478
4 2_163078427 2_163029526 -983.375244498665
5 2_163095060 2_163029526 -982.873144117603
6 2_163111693 2_163029526 -982.38789471426
7 2_163125708 2_163029526 -981.870534449976
8 2_163137394 2_163029526 -979.5103507205
9 2_163149080 2_163029526 -976.847127102674
10 2_163154021 2_163029526 -976.786400943521
11 2_163156127 2_163029526 -976.749396534914
12 2_163157556 2_163029526 -976.735704595138
13 2_163158891 2_163029526 -976.744221568279
14 2_163160225 2_163029526 -976.773220226732
15 2_163161559 2_163029526 -976.820505344628
16 2_163162894 2_163029526 -976.883634112552
17 2_163164228 2_163029526 -976.960169152079
18 2_163165562 2_163029526 -977.047886805026
19 2_163166897 2_163029526 -977.144728191227
20 2_163262650 2_163029526 -976.301034972601
21 2_163413317 2_163029526 -974.245515320268
22 2_163495816 2_163029526 -972.701471802679
23 2_163507977 2_163029526 -972.833173749236
24 2_163520139 2_163029526 -973.054163680432
25 2_163582672 2_163029526 -973.392172530067
26 2_164022416 2_163029526 -976.393453683887
27 2_164027702 2_163029526 -975.478817694866
28 2_164032987 2_163029526 -975.131291291326
29 2_164064248 2_163029526 -975.474479507649
30 2_164070405 2_163029526 -975.472566195565
31 2_164076561 2_163029526 -975.47085312761
32 2_164255184 2_163029526 -975.112510064159
33 2_164291807 2_163029526 -969.924826423904
34 2_164314068 2_163029526 -969.463740663521
35 2_164325529 2_163029526 -969.0686836779
36 2_164336991 2_163029526 -968.736368731624
37 2_164348452 2_163029526 -968.552764325138
38 2_164605360 2_163029526 -968.505937287754
39 2_164617986 2_163029526 -968.812489008275
40 2_164628884 2_163029526 -969.13058343757
41 2_164636687 2_163029526 -969.457980721335
42 2_164648869 2_163029526 -969.721929716884
43 2_164668920 2_163029526 -969.513724366766
44 2_164758936 2_163029526 -968.842911709613
45 2_165053217 2_163029526 -967.292053739294
46 2_165121823 2_163029526 -967.168173727449
47 2_165132678 2_163029526 -967.128713526037
48 2_165143532 2_163029526 -966.589002013771
49 2_165154046 2_163029526 -965.533505039039
50 2_165157220 2_163029526 -964.100274344914
51 2_165160395 2_163029526 -962.81552613611
52 2_165163569 2_163029526 -960.846783397267
53 2_165195982 2_163029526 -959.751446678677
54 2_165223558 2_163029526 -959.503205023816
55 2_165251135 2_163029526 -959.36412542741
56 2_165276843 2_163029526 -957.951399465703
57 2_165283031 2_163029526 -956.903890298664
58 2_165290201 2_163029526 -955.531987176019
59 2_165297626 2_163029526 -947.981473666721
60 2_165445995 2_163029526 -946.027546326732
61 2_165451594 2_163029526 -945.69289156996
62 2_165457194 2_163029526 -945.37024394539
63 2_165462793 2_163029526 -945.099819214827
64 2_165468393 2_163029526 -944.846202306529
65 2_165473992 2_163029526 -944.599217550278
66 2_165479592 2_163029526 -944.359709671111
67 2_165485905 2_163029526 -941.065383924758
68 2_165495439 2_163029526 -941.025096526382
69 2_165565236 2_163029526 -940.811094987223
70 2_165569910 2_163029526 -940.506490666095
71 2_165574583 2_163029526 -940.361644607727
72 2_165581587 2_163029526 -939.549663410215
73 2_165605467 2_163029526 -939.360675511542
74 2_165629348 2_163029526 -939.296504573619
75 2_165653228 2_163029526 -939.296849976198
76 2_165677109 2_163029526 -939.3257575708
77 2_165700989 2_163029526 -939.258795352486
78 2_165704891 2_163029526 -939.194462330371
