Var1 Var2 loglik
1 2_163029526 2_163029526 -857.212339070146
2 2_163045161 2_163029526 -857.212380091553
3 2_163061794 2_163029526 -857.229276287895
4 2_163078427 2_163029526 -857.147908792805
5 2_163095060 2_163029526 -857.195827397793
6 2_163111693 2_163029526 -857.54983487484
7 2_163125708 2_163029526 -857.890555874388
8 2_163137394 2_163029526 -854.928375816327
9 2_163149080 2_163029526 -856.956738563719
10 2_163154021 2_163029526 -857.007520616545
11 2_163156127 2_163029526 -857.073580184216
12 2_163157556 2_163029526 -857.152828139125
13 2_163158891 2_163029526 -857.243038039414
14 2_163160225 2_163029526 -857.342032895818
15 2_163161559 2_163029526 -857.447899285891
16 2_163162894 2_163029526 -857.559169011
17 2_163164228 2_163029526 -857.674906944028
18 2_163165562 2_163029526 -857.794752691857
19 2_163166897 2_163029526 -857.918268376807
20 2_163262650 2_163029526 -856.753894285146
21 2_163413317 2_163029526 -855.511111089517
22 2_163495816 2_163029526 -854.30978732006
23 2_163507977 2_163029526 -854.212372316057
24 2_163520139 2_163029526 -854.216921174994
25 2_163582672 2_163029526 -854.064926390692
26 2_164022416 2_163029526 -839.826451224166
27 2_164027702 2_163029526 -837.886500531726
28 2_164032987 2_163029526 -838.557471876507
29 2_164064248 2_163029526 -839.712294776896
30 2_164070405 2_163029526 -839.71042495799
31 2_164076561 2_163029526 -839.709114834626
32 2_164255184 2_163029526 -845.113025346188
33 2_164291807 2_163029526 -856.839968055075
34 2_164314068 2_163029526 -858.013816272086
35 2_164325529 2_163029526 -858.172990272837
36 2_164336991 2_163029526 -858.503521000246
37 2_164348452 2_163029526 -859.397478283525
38 2_164605360 2_163029526 -860.165969952173
39 2_164617986 2_163029526 -860.184640070894
40 2_164628884 2_163029526 -860.208748735678
41 2_164636687 2_163029526 -860.223794282972
42 2_164648869 2_163029526 -860.20926380519
43 2_164668920 2_163029526 -859.792000322405
44 2_164758936 2_163029526 -858.354409994918
45 2_165053217 2_163029526 -857.484100166403
46 2_165121823 2_163029526 -857.46446470566
47 2_165132678 2_163029526 -857.536102426865
48 2_165143532 2_163029526 -857.653359455118
49 2_165154046 2_163029526 -857.487204919065
50 2_165157220 2_163029526 -858.288444529225
51 2_165160395 2_163029526 -859.365468298134
52 2_165163569 2_163029526 -860.815241509036
53 2_165195982 2_163029526 -862.384168620367
54 2_165223558 2_163029526 -862.648424447456
55 2_165251135 2_163029526 -862.657567725083
56 2_165276843 2_163029526 -862.713170727245
57 2_165283031 2_163029526 -863.695479383067
58 2_165290201 2_163029526 -864.153211543868
59 2_165297626 2_163029526 -868.706790595503
60 2_165445995 2_163029526 -871.129531257413
61 2_165451594 2_163029526 -871.284589303681
62 2_165457194 2_163029526 -871.447410780752
63 2_165462793 2_163029526 -871.521640915211
64 2_165468393 2_163029526 -871.574095008396
65 2_165473992 2_163029526 -871.629025201982
66 2_165479592 2_163029526 -871.686268275565
67 2_165485905 2_163029526 -878.732818328143
68 2_165495439 2_163029526 -878.754167790698
69 2_165565236 2_163029526 -878.808419177759
70 2_165569910 2_163029526 -879.085387924752
71 2_165574583 2_163029526 -879.344311554185
72 2_165581587 2_163029526 -878.870859810528
73 2_165605467 2_163029526 -878.95122532653
74 2_165629348 2_163029526 -879.034911600262
75 2_165653228 2_163029526 -879.140875302607
76 2_165677109 2_163029526 -879.215708545514
77 2_165700989 2_163029526 -879.207451179386
78 2_165704891 2_163029526 -879.182950620244
79 2_165706625 2_163029526 -879.160588048118
80 2_165708359 2_163029526 -879.140604800132
81 2_165710093 2_163029526 -879.123222091777
82 2_165711827 2_163029526 -879.108636796301
83 2_165713561 2_163029526 -878.779485561004
84 2_165715295 2_163029526 -878.347845188011
85 2_165717029 2_163029526 -877.923528651034
86 2_165718763 2_163029526 -877.550089051762
87 2_165720497 2_163029526 -877.273332487337
88 2_165722231 2_163029526 -877.128698701903
89 2_165723965 2_163029526 -877.12471653818
90 2_165725699 2_163029526 -877.039576728953
91 2_165802549 2_163029526 -876.870438364846
92 2_165851320 2_163029526 -876.797656751651
93 2_165858793 2_163029526 -876.815560930989
94 2_165864624 2_163029526 -876.806934419066
95 2_165868565 2_163029526 -876.824901390473
96 2_165872506 2_163029526 -876.869959653031
97 2_165876447 2_163029526 -876.942343095224
98 2_165880388 2_163029526 -877.042006434086
99 2_165884329 2_163029526 -877.191987701564
100 2_165888270 2_163029526 -877.395661070113
101 2_165892211 2_163029526 -877.636129683681
102 2_165896152 2_163029526 -877.889533982157
103 2_165900093 2_163029526 -878.153879479128
104 2_165912941 2_163029526 -878.382573412249
105 2_165925276 2_163029526 -878.572541170721
106 2_165925359 2_163029526 -878.757504617374
107 2_165925441 2_163029526 -878.945874686519
108 2_165930685 2_163029526 -879.049354634787
109 2_166172164 2_163029526 -878.734619577236
110 2_166181382 2_163029526 -878.142762224972
111 2_166190600 2_163029526 -877.892273808316
112 2_166324274 2_163029526 -878.69403939652
113 2_166325217 2_163029526 -879.093077231126
114 2_166326020 2_163029526 -879.584147320639
115 2_166326823 2_163029526 -880.154865496145
116 2_166327627 2_163029526 -880.412159087675
117 2_166328430 2_163029526 -880.433874552483
118 2_166377584 2_163029526 -880.496783363651
119 2_166382507 2_163029526 -880.699364062474
120 2_166387430 2_163029526 -880.914785720708
121 2_166394815 2_163029526 -881.142624679081
122 2_166403288 2_163029526 -881.695753795663
123 2_166407404 2_163029526 -882.286659432813
124 2_166411519 2_163029526 -882.416483287337
125 2_166415634 2_163029526 -882.627514209551
126 2_166419069 2_163029526 -882.925302851247
127 2_166422503 2_163029526 -883.313188476662
128 2_166425938 2_163029526 -883.791694978469
129 2_166429372 2_163029526 -884.358120801515
130 2_166432807 2_163029526 -885.00646954862
131 2_166439999 2_163029526 -885.727861474246
132 2_166448156 2_163029526 -886.511952092721
133 2_166475596 2_163029526 -887.171027082957
134 2_166491355 2_163029526 -886.873346951354
135 2_166507114 2_163029526 -886.824458547435
136 2_166522873 2_163029526 -886.82225407834
137 2_166537635 2_163029526 -886.844002422095
138 2_166552260 2_163029526 -886.875359429247
139 2_166566886 2_163029526 -888.271092753901
140 2_166581511 2_163029526 -888.278850481121
141 2_166592132 2_163029526 -889.065720944771
142 2_166599166 2_163029526 -890.229484044428
143 2_166606199 2_163029526 -891.288450949157
144 2_166613233 2_163029526 -891.60223107002
145 2_166623650 2_163029526 -891.919197503565
146 2_166754477 2_163029526 -893.02816598839
147 2_166783106 2_163029526 -893.370565697276
148 2_166802407 2_163029526 -893.753602560985
149 2_166805057 2_163029526 -894.189019954087
150 2_166807706 2_163029526 -894.679943265449
151 2_166811338 2_163029526 -895.224285000874
152 2_166839967 2_163029526 -895.661225638345
153 2_166951357 2_163029526 -895.857768792383
154 2_166992184 2_163029526 -895.863581080272
155 2_167033011 2_163029526 -895.894975091646
156 2_167073838 2_163029526 -896.896622573562
157 2_167142758 2_163029526 -899.139894086515
158 2_167274124 2_163029526 -899.886340702296
159 2_167282638 2_163029526 -898.99872001733
160 2_167286179 2_163029526 -898.151574507714
161 2_167289719 2_163029526 -897.373662747305
162 2_167293260 2_163029526 -896.755794531521
163 2_167306473 2_163029526 -896.620320430748
164 2_167322761 2_163029526 -896.616133682169
165 2_167349466 2_163029526 -896.616760018088
166 2_167360748 2_163029526 -896.60569251196
167 2_167372030 2_163029526 -896.598380794899
168 2_167396998 2_163029526 -896.595338201306
169 2_167523201 2_163029526 -896.862233770329
170 2_167545144 2_163029526 -896.911847613883
171 2_167556235 2_163029526 -896.678585012246
172 2_167567326 2_163029526 -896.368213220179
173 2_167647654 2_163029526 -897.808869903178
174 2_167755373 2_163029526 -897.795591683106
175 2_167788738 2_163029526 -897.773393944104
176 2_167822104 2_163029526 -897.751780380845
177 2_167836721 2_163029526 -897.759447298303
178 2_167845502 2_163029526 -897.780920538733
179 2_167854284 2_163029526 -897.807685299345
180 2_167858563 2_163029526 -897.839482045187
181 2_163029526 2_163045161 -857.178899467635
182 2_163045161 2_163045161 -857.178981612506
183 2_163061794 2_163045161 -857.195926878321
184 2_163078427 2_163045161 -857.114609127541
185 2_163095060 2_163045161 -857.162488957433
186 2_163111693 2_163045161 -857.516426116148
187 2_163125708 2_163045161 -857.857116862871
188 2_163137394 2_163045161 -854.897074936996
189 2_163149080 2_163045161 -856.928731023981
190 2_163154021 2_163045161 -856.979561296129
191 2_163156127 2_163045161 -857.045662748199
192 2_163157556 2_163045161 -857.124946797114
193 2_163158891 2_163045161 -857.215187521336
194 2_163160225 2_163045161 -857.314208411539
195 2_163161559 2_163045161 -857.420096455762
196 2_163162894 2_163045161 -857.531383763962
197 2_163164228 2_163045161 -857.647135446508
198 2_163165562 2_163045161 -857.766991254848
199 2_163166897 2_163045161 -857.890512920956
200 2_163262650 2_163045161 -856.725820910604
201 2_163413317 2_163045161 -855.483512486953
202 2_163495816 2_163045161 -854.282267566692
203 2_163507977 2_163045161 -854.184884360052
204 2_163520139 2_163045161 -854.189451083368
205 2_163582672 2_163045161 -854.037232271667
206 2_164022416 2_163045161 -839.791817354808
207 2_164027702 2_163045161 -837.851754564579
208 2_164032987 2_163045161 -838.522491192842
209 2_164064248 2_163045161 -839.67702601632
210 2_164070405 2_163045161 -839.675128510564
211 2_164076561 2_163045161 -839.673789456518
212 2_164255184 2_163045161 -845.073944837536
213 2_164291807 2_163045161 -856.799187703097
214 2_164314068 2_163045161 -857.972654756131
215 2_164325529 2_163045161 -858.131867171275
216 2_164336991 2_163045161 -858.462618632766
217 2_164348452 2_163045161 -859.357923231114
218 2_164605360 2_163045161 -860.127714203982
219 2_164617986 2_163045161 -860.146491710449
220 2_164628884 2_163045161 -860.170740006088
221 2_164636687 2_163045161 -860.185902532416
222 2_164648869 2_163045161 -860.171368849793
223 2_164668920 2_163045161 -859.754144815271
224 2_164758936 2_163045161 -858.316682009101
225 2_165053217 2_163045161 -857.446201967869
226 2_165121823 2_163045161 -857.426472454081
227 2_165132678 2_163045161 -857.497996500155
228 2_165143532 2_163045161 -857.615141799127
229 2_165154046 2_163045161 -857.447754544624
230 2_165157220 2_163045161 -858.24874590862
231 2_165160395 2_163045161 -859.325646591743
232 2_165163569 2_163045161 -860.775312496712
233 2_165195982 2_163045161 -862.34389466632
234 2_165223558 2_163045161 -862.607990891484
235 2_165251135 2_163045161 -862.617014170937
236 2_165276843 2_163045161 -862.672514099526
237 2_165283031 2_163045161 -863.654530417079
238 2_165290201 2_163045161 -864.112094585003
239 2_165297626 2_163045161 -868.664749719569
240 2_165445995 2_163045161 -871.086971106258
241 2_165451594 2_163045161 -871.242008661142
242 2_165457194 2_163045161 -871.404822070128
243 2_165462793 2_163045161 -871.479070854679
244 2_165468393 2_163045161 -871.53155980357
245 2_165473992 2_163045161 -871.586536998762
246 2_165479592 2_163045161 -871.643838562351
247 2_165485905 2_163045161 -878.695251198457
248 2_165495439 2_163045161 -878.716626822478
249 2_165565236 2_163045161 -878.770811921864
250 2_165569910 2_163045161 -879.047612717293
251 2_165574583 2_163045161 -879.306377975694
252 2_165581587 2_163045161 -878.832851265928
253 2_165605467 2_163045161 -878.913124810876
254 2_165629348 2_163045161 -878.996795951287
255 2_165653228 2_163045161 -879.102741292036
256 2_165677109 2_163045161 -879.177556936433
257 2_165700989 2_163045161 -879.169332525836
258 2_165704891 2_163045161 -879.14492376866
259 2_165706625 2_163045161 -879.122648079315
260 2_165708359 2_163045161 -879.102746200179
261 2_165710093 2_163045161 -879.085438836329
262 2_165711827 2_163045161 -879.070922442747
263 2_165713561 2_163045161 -878.742363797942
264 2_165715295 2_163045161 -878.311378399329
265 2_165717029 2_163045161 -877.887592271284
266 2_165718763 2_163045161 -877.514521559813
267 2_165720497 2_163045161 -877.237954719147
268 2_165722231 2_163045161 -877.093339788103
269 2_165723965 2_163045161 -877.089238595857
270 2_165725699 2_163045161 -877.003894529025
271 2_165802549 2_163045161 -876.834477795772
272 2_165851320 2_163045161 -876.761527968474
273 2_165858793 2_163045161 -876.779447791229
274 2_165864624 2_163045161 -876.770849417441
275 2_165868565 2_163045161 -876.788840656098
276 2_165872506 2_163045161 -876.833919008814
277 2_165876447 2_163045161 -876.906318083639
278 2_165880388 2_163045161 -877.005992342368
279 2_165884329 2_163045161 -877.15596499349
280 2_165888270 2_163045161 -877.359610504961
281 2_165892211 2_163045161 -877.600035665417
282 2_165896152 2_163045161 -877.853400731451
283 2_165900093 2_163045161 -878.117706701913
284 2_165912941 2_163045161 -878.346342686395
285 2_165925276 2_163045161 -878.536237633512
286 2_165925359 2_163045161 -878.721128017697
287 2_165925441 2_163045161 -878.909419895678
288 2_165930685 2_163045161 -879.012830795511
289 2_166172164 2_163045161 -878.697809914519
290 2_166181382 2_163045161 -878.105267469908
291 2_166190600 2_163045161 -877.853874607965
292 2_166324274 2_163045161 -878.65443393734
293 2_166325217 2_163045161 -879.053609826214
294 2_166326020 2_163045161 -879.544900876482
295 2_166326823 2_163045161 -880.115896757937
296 2_166327627 2_163045161 -880.373336124798
297 2_166328430 2_163045161 -880.395079635156
298 2_166377584 2_163045161 -880.458037282453
299 2_166382507 2_163045161 -880.660768099281
300 2_166387430 2_163045161 -880.87633724161
301 2_166394815 2_163045161 -881.104320488441
302 2_166403288 2_163045161 -881.657742159561
303 2_166407404 2_163045161 -882.248977393149
304 2_166411519 2_163045161 -882.378883815706
305 2_166415634 2_163045161 -882.589993674046
306 2_166419069 2_163045161 -882.887858133559
307 2_166422503 2_163045161 -883.275816875597
308 2_166425938 2_163045161 -883.754394035852
309 2_166429372 2_163045161 -884.320888083383
310 2_166432807 2_163045161 -884.969302423603
311 2_166439999 2_163045161 -885.690756934115
312 2_166448156 2_163045161 -886.474906657168
313 2_166475596 2_163045161 -887.134011454516
314 2_166491355 2_163045161 -886.836222774559
315 2_166507114 2_163045161 -886.787236688101
316 2_166522873 2_163045161 -886.784923838523
317 2_166537635 2_163045161 -886.806559080523
318 2_166552260 2_163045161 -886.837917573381
319 2_166566886 2_163045161 -888.233549024837
320 2_166581511 2_163045161 -888.241325575439
321 2_166592132 2_163045161 -889.028095542634
322 2_166599166 2_163045161 -890.191714638223
323 2_166606199 2_163045161 -891.250574525842
324 2_166613233 2_163045161 -891.564386668023
325 2_166623650 2_163045161 -891.881461813228
326 2_166754477 2_163045161 -892.990430707423
327 2_166783106 2_163045161 -893.332785469562
328 2_166802407 2_163045161 -893.715741868441
329 2_166805057 2_163045161 -894.151067018205
330 2_166807706 2_163045161 -894.641897268205
331 2_166811338 2_163045161 -895.186155175092
332 2_166839967 2_163045161 -895.623015689383
333 2_166951357 2_163045161 -895.81946352136
334 2_166992184 2_163045161 -895.82527780379
335 2_167033011 2_163045161 -895.856636399316
336 2_167073838 2_163045161 -896.858387581876
337 2_167142758 2_163045161 -899.101499812914
338 2_167274124 2_163045161 -899.847823694047
339 2_167282638 2_163045161 -898.96025211464
340 2_167286179 2_163045161 -898.113151308538
341 2_167289719 2_163045161 -897.335276605818
342 2_167293260 2_163045161 -896.717484815336
343 2_167306473 2_163045161 -896.582082262053
344 2_167322761 2_163045161 -896.577864728811
345 2_167349466 2_163045161 -896.578468815946
346 2_167360748 2_163045161 -896.567407167803
347 2_167372030 2_163045161 -896.560100635678
348 2_167396998 2_163045161 -896.557062475167
349 2_167523201 2_163045161 -896.824022518207
350 2_167545144 2_163045161 -896.873645892407
351 2_167556235 2_163045161 -896.640408140877
352 2_167567326 2_163045161 -896.330056938763
353 2_167647654 2_163045161 -897.770588970687
354 2_167755373 2_163045161 -897.75731248086
355 2_167788738 2_163045161 -897.73511689191
356 2_167822104 2_163045161 -897.713505123182
357 2_167836721 2_163045161 -897.721175377849
358 2_167845502 2_163045161 -897.74265162783
359 2_167854284 2_163045161 -897.769418382631
360 2_167858563 2_163045161 -897.801216055421
361 2_163029526 2_163061794 -857.145886589117
362 2_163045161 2_163061794 -857.146018957492
363 2_163061794 2_163061794 -857.163034638511
364 2_163078427 2_163061794 -857.081795745963
365 2_163095060 2_163061794 -857.129619569199
366 2_163111693 2_163061794 -857.483467142563
367 2_163125708 2_163061794 -857.824116208736
368 2_163137394 2_163061794 -854.866173929026
369 2_163149080 2_163061794 -856.90107809422
370 2_163154021 2_163061794 -856.951939142001
371 2_163156127 2_163061794 -857.018064697639
372 2_163157556 2_163061794 -857.09736702244
373 2_163158891 2_163061794 -857.187621054831
374 2_163160225 2_163061794 -857.286651112251
375 2_163161559 2_163061794 -857.392544925763
376 2_163162894 2_163061794 -857.503835193389
377 2_163164228 2_163061794 -857.619587473288
378 2_163165562 2_163061794 -857.739441781144
379 2_163166897 2_163061794 -857.862959120024
380 2_163262650 2_163061794 -856.697951475906
381 2_163413317 2_163061794 -855.456143623491
382 2_163495816 2_163061794 -854.25500560669
383 2_163507977 2_163061794 -854.157700497114
384 2_163520139 2_163061794 -854.162334531641
385 2_163582672 2_163061794 -854.009727201507
386 2_164022416 2_163061794 -839.75727209497
387 2_164027702 2_163061794 -837.817025400437
388 2_164032987 2_163061794 -838.487534962995
389 2_164064248 2_163061794 -839.641791633458
390 2_164070405 2_163061794 -839.639866467237
391 2_164076561 2_163061794 -839.638498514685
392 2_164255184 2_163061794 -845.034889723299
393 2_164291807 2_163061794 -856.758596841468
394 2_164314068 2_163061794 -857.931670562182
395 2_164325529 2_163061794 -858.090925368841
396 2_164336991 2_163061794 -858.421903007597
397 2_164348452 2_163061794 -859.318564046528
398 2_164605360 2_163061794 -860.089657409242
399 2_164617986 2_163061794 -860.10854256856
400 2_164628884 2_163061794 -860.132930724096
401 2_164636687 2_163061794 -860.148210838918
402 2_164648869 2_163061794 -860.133675220739
403 2_164668920 2_163061794 -859.716492553433
404 2_164758936 2_163061794 -858.279164664341
405 2_165053217 2_163061794 -857.4086775082
406 2_165121823 2_163061794 -857.388822387993
407 2_165132678 2_163061794 -857.460200217362
408 2_165143532 2_163061794 -857.577183100891
409 2_165154046 2_163061794 -857.408516366141
410 2_165157220 2_163061794 -858.209242364352
411 2_165160395 2_163061794 -859.285994848933
412 2_165163569 2_163061794 -860.73552936894
413 2_165195982 2_163061794 -862.303739563194
414 2_165223558 2_163061794 -862.567641571067
415 2_165251135 2_163061794 -862.576509382726
416 2_165276843 2_163061794 -862.631940146922
417 2_165283031 2_163061794 -863.613682968471
418 2_165290201 2_163061794 -864.071091919818
419 2_165297626 2_163061794 -868.622841862715
420 2_165445995 2_163061794 -871.044484114861
421 2_165451594 2_163061794 -871.19950906644
422 2_165457194 2_163061794 -871.362322836318
423 2_165462793 2_163061794 -871.436590518057
424 2_165468393 2_163061794 -871.489112251133
425 2_165473992 2_163061794 -871.544134256122
426 2_165479592 2_163061794 -871.601492011862
427 2_165485905 2_163061794 -878.657739463449
428 2_165495439 2_163061794 -878.679144993193
429 2_165565236 2_163061794 -878.733264481263
430 2_165569910 2_163061794 -879.009896279169
431 2_165574583 2_163061794 -879.268498597998
432 2_165581587 2_163061794 -878.794860344856
433 2_165605467 2_163061794 -878.875046969035
434 2_165629348 2_163061794 -878.958707817961
435 2_165653228 2_163061794 -879.064639469046
436 2_165677109 2_163061794 -879.139442443428
