Var1 Var2 loglik
1 2_163029526 2_163029526 -943.215241590003
2 2_163045161 2_163029526 -943.155371845757
3 2_163061794 2_163029526 -943.098018528961
4 2_163078427 2_163029526 -943.282694580996
5 2_163095060 2_163029526 -943.597160580401
6 2_163111693 2_163029526 -943.872578663515
7 2_163125708 2_163029526 -944.207642094177
8 2_163137394 2_163029526 -942.993091060172
9 2_163149080 2_163029526 -941.357076693812
10 2_163154021 2_163029526 -941.030847349801
11 2_163156127 2_163029526 -940.729363904993
12 2_163157556 2_163029526 -940.455931670466
13 2_163158891 2_163029526 -940.212925936853
14 2_163160225 2_163029526 -940.001629784593
15 2_163161559 2_163029526 -939.822188253922
16 2_163162894 2_163029526 -939.67369823187
17 2_163164228 2_163029526 -939.554434037608
18 2_163165562 2_163029526 -939.462123309725
19 2_163166897 2_163029526 -939.393845563949
20 2_163262650 2_163029526 -939.387619255287
21 2_163413317 2_163029526 -939.610370620076
22 2_163495816 2_163029526 -937.669366948761
23 2_163507977 2_163029526 -936.004716938198
24 2_163520139 2_163029526 -934.177549075335
25 2_163582672 2_163029526 -932.493109426635
26 2_164022416 2_163029526 -929.403184187355
27 2_164027702 2_163029526 -928.539689043652
28 2_164032987 2_163029526 -927.931681795446
29 2_164064248 2_163029526 -927.685323940477
30 2_164070405 2_163029526 -927.65245983644
31 2_164076561 2_163029526 -927.619681355967
32 2_164255184 2_163029526 -923.442556312026
33 2_164291807 2_163029526 -921.180885307284
34 2_164314068 2_163029526 -921.234137333819
35 2_164325529 2_163029526 -921.499960259009
36 2_164336991 2_163029526 -921.551393165413
37 2_164348452 2_163029526 -920.98561136884
38 2_164605360 2_163029526 -921.258614728525
39 2_164617986 2_163029526 -920.851159062678
40 2_164628884 2_163029526 -920.575077905909
41 2_164636687 2_163029526 -920.446220482369
42 2_164648869 2_163029526 -920.42442856564
43 2_164668920 2_163029526 -920.397785690468
44 2_164758936 2_163029526 -920.417055221104
45 2_165053217 2_163029526 -921.179912302989
46 2_165121823 2_163029526 -921.078260896834
47 2_165132678 2_163029526 -920.879861365774
48 2_165143532 2_163029526 -920.631689349532
49 2_165154046 2_163029526 -918.520565084426
50 2_165157220 2_163029526 -917.712260973475
51 2_165160395 2_163029526 -916.84319037955
52 2_165163569 2_163029526 -916.262512454361
53 2_165195982 2_163029526 -915.761805973005
54 2_165223558 2_163029526 -915.64916775831
55 2_165251135 2_163029526 -915.596529672496
56 2_165276843 2_163029526 -915.726021141449
57 2_165283031 2_163029526 -915.825227867648
58 2_165290201 2_163029526 -915.513940090293
59 2_165297626 2_163029526 -915.183084576068
60 2_165445995 2_163029526 -915.068705062636
61 2_165451594 2_163029526 -914.903853599941
62 2_165457194 2_163029526 -914.812536726835
63 2_165462793 2_163029526 -914.682773570573
64 2_165468393 2_163029526 -914.565471556032
65 2_165473992 2_163029526 -914.489740789739
66 2_165479592 2_163029526 -914.458062625637
67 2_165485905 2_163029526 -911.824433136798
68 2_165495439 2_163029526 -911.822956701288
69 2_165565236 2_163029526 -911.691808928821
70 2_165569910 2_163029526 -911.598786841798
71 2_165574583 2_163029526 -911.608316040229
72 2_165581587 2_163029526 -911.634204912324
73 2_165605467 2_163029526 -911.578140661257
74 2_165629348 2_163029526 -911.471245478701
75 2_165653228 2_163029526 -911.385171456835
76 2_165677109 2_163029526 -911.336183542899
77 2_165700989 2_163029526 -911.119984511852
78 2_165704891 2_163029526 -910.744152673464
79 2_165706625 2_163029526 -910.39806611329
80 2_165708359 2_163029526 -910.084110853907
81 2_165710093 2_163029526 -909.804326554881
82 2_165711827 2_163029526 -909.560349603768
83 2_165713561 2_163029526 -907.971959368157
84 2_165715295 2_163029526 -906.107432584859
85 2_165717029 2_163029526 -904.380031809453
86 2_165718763 2_163029526 -902.851253627736
87 2_165720497 2_163029526 -901.580304144006
88 2_165722231 2_163029526 -900.612151437881
89 2_165723965 2_163029526 -899.967995600338
90 2_165725699 2_163029526 -899.697149896063
91 2_165802549 2_163029526 -899.515575654419
92 2_165851320 2_163029526 -899.461916012041
93 2_165858793 2_163029526 -899.333516061684
94 2_165864624 2_163029526 -898.997166944563
95 2_165868565 2_163029526 -898.684314227161
96 2_165872506 2_163029526 -898.396449773831
97 2_165876447 2_163029526 -898.13486171067
98 2_165880388 2_163029526 -897.90059707104
99 2_165884329 2_163029526 -897.412513811425
100 2_165888270 2_163029526 -896.980192056813
101 2_165892211 2_163029526 -896.660529698382
102 2_165896152 2_163029526 -896.591405942872
103 2_165900093 2_163029526 -896.605357785582
104 2_165912941 2_163029526 -896.570534739745
105 2_165925276 2_163029526 -896.486432845839
106 2_165925359 2_163029526 -896.425110461488
107 2_165925441 2_163029526 -896.377627231561
108 2_165930685 2_163029526 -896.383642037746
109 2_166172164 2_163029526 -894.935933224499
110 2_166181382 2_163029526 -892.383906291867
111 2_166190600 2_163029526 -890.802017752847
112 2_166324274 2_163029526 -887.248664100055
113 2_166325217 2_163029526 -886.037826267281
114 2_166326020 2_163029526 -885.450015884947
115 2_166326823 2_163029526 -885.534586528601
116 2_166327627 2_163029526 -885.871002126983
117 2_166328430 2_163029526 -886.137108674375
118 2_166377584 2_163029526 -886.387739642871
119 2_166382507 2_163029526 -886.295494469188
120 2_166387430 2_163029526 -886.213990291235
121 2_166394815 2_163029526 -886.143070805366
122 2_166403288 2_163029526 -885.42896228002
123 2_166407404 2_163029526 -885.171053914646
124 2_166411519 2_163029526 -884.851678611765
125 2_166415634 2_163029526 -884.572557212554
126 2_166419069 2_163029526 -884.33429385162
127 2_166422503 2_163029526 -884.137376583129
128 2_166425938 2_163029526 -883.982177864693
129 2_166429372 2_163029526 -883.868944071507
130 2_166432807 2_163029526 -883.797784068208
131 2_166439999 2_163029526 -883.768598359754
132 2_166448156 2_163029526 -883.780654323956
133 2_166475596 2_163029526 -883.81506404042
134 2_166491355 2_163029526 -883.672929945941
135 2_166507114 2_163029526 -883.583969815492
136 2_166522873 2_163029526 -883.512537637191
137 2_166537635 2_163029526 -883.472731539302
138 2_166552260 2_163029526 -883.50613581625
139 2_166566886 2_163029526 -883.197671927892
140 2_166581511 2_163029526 -882.365187139972
141 2_166592132 2_163029526 -881.574197172497
142 2_166599166 2_163029526 -880.702130238066
143 2_166606199 2_163029526 -879.702521329071
144 2_166613233 2_163029526 -879.088548423508
145 2_166623650 2_163029526 -878.575700344417
146 2_166754477 2_163029526 -878.155507583529
147 2_166783106 2_163029526 -878.177743582768
148 2_166802407 2_163029526 -878.418722379709
149 2_166805057 2_163029526 -879.008300490797
150 2_166807706 2_163029526 -879.92329940492
151 2_166811338 2_163029526 -880.521315742748
152 2_166839967 2_163029526 -880.869804564151
153 2_166951357 2_163029526 -881.196975904567
154 2_166992184 2_163029526 -881.196808320375
155 2_167033011 2_163029526 -881.023518667871
156 2_167073838 2_163029526 -883.224025959415
157 2_167142758 2_163029526 -884.56881045801
158 2_167274124 2_163029526 -885.328637427351
159 2_167282638 2_163029526 -885.626013076339
160 2_167286179 2_163029526 -886.135178419989
161 2_167289719 2_163029526 -886.856702716199
162 2_167293260 2_163029526 -887.773164725631
163 2_167306473 2_163029526 -888.892779361753
164 2_167322761 2_163029526 -889.609640089175
165 2_167349466 2_163029526 -889.967524480649
166 2_167360748 2_163029526 -890.038201204964
167 2_167372030 2_163029526 -890.111391174249
168 2_167396998 2_163029526 -890.186751095692
169 2_167523201 2_163029526 -890.797505970234
170 2_167545144 2_163029526 -890.86742574142
171 2_167556235 2_163029526 -890.830770020745
172 2_167567326 2_163029526 -890.777218061029
173 2_167647654 2_163029526 -891.242264628157
174 2_167755373 2_163029526 -891.327461341585
175 2_167788738 2_163029526 -891.415151616689
176 2_167822104 2_163029526 -891.505441032906
177 2_167836721 2_163029526 -891.578632809483
178 2_167845502 2_163029526 -891.649871313924
179 2_167854284 2_163029526 -891.725445958995
180 2_167858563 2_163029526 -891.805228739007
181 2_163029526 2_163045161 -943.052213277356
182 2_163045161 2_163045161 -942.992803916003
183 2_163061794 2_163045161 -942.93591304962
184 2_163078427 2_163045161 -943.120872410779
185 2_163095060 2_163045161 -943.435488022689
186 2_163111693 2_163045161 -943.711055230935
187 2_163125708 2_163045161 -944.046427418445
188 2_163137394 2_163045161 -942.829663832274
189 2_163149080 2_163045161 -941.192069574839
190 2_163154021 2_163045161 -940.866192681804
191 2_163156127 2_163045161 -940.565063501435
192 2_163157556 2_163045161 -940.291987219952
193 2_163158891 2_163045161 -940.0493391303
194 2_163160225 2_163045161 -939.83840240515
195 2_163161559 2_163045161 -939.659322246986
196 2_163162894 2_163045161 -939.511195739454
197 2_163164228 2_163045161 -939.392297314649
198 2_163165562 2_163045161 -939.300354626838
199 2_163166897 2_163045161 -939.232446780985
200 2_163262650 2_163045161 -939.227255958589
201 2_163413317 2_163045161 -939.452775164929
202 2_163495816 2_163045161 -937.51125257395
203 2_163507977 2_163045161 -935.845764513217
204 2_163520139 2_163045161 -934.017972608227
205 2_163582672 2_163045161 -932.33304700391
206 2_164022416 2_163045161 -929.247803383498
207 2_164027702 2_163045161 -928.385947053124
208 2_164032987 2_163045161 -927.77800698882
209 2_164064248 2_163045161 -927.531661615416
210 2_164070405 2_163045161 -927.498911792267
211 2_164076561 2_163045161 -927.466245743674
212 2_164255184 2_163045161 -923.289978486535
213 2_164291807 2_163045161 -921.027239484995
214 2_164314068 2_163045161 -921.080843220281
215 2_164325529 2_163045161 -921.34672630585
216 2_164336991 2_163045161 -921.398618511055
