Var1 Var2 loglik
1 2_163029526 2_163029526 -965.874292917153
2 2_163045161 2_163029526 -965.842516863524
3 2_163061794 2_163029526 -965.768091269612
4 2_163078427 2_163029526 -964.230427590988
5 2_163095060 2_163029526 -962.154585572181
6 2_163111693 2_163029526 -960.654972375475
7 2_163125708 2_163029526 -959.936752465311
8 2_163137394 2_163029526 -959.428624373799
9 2_163149080 2_163029526 -959.378321264814
10 2_163154021 2_163029526 -958.451107080747
11 2_163156127 2_163029526 -957.693480578144
12 2_163157556 2_163029526 -957.131708626112
13 2_163158891 2_163029526 -956.785141457065
14 2_163160225 2_163029526 -956.663611328941
15 2_163161559 2_163029526 -956.765853453055
16 2_163162894 2_163029526 -957.079355822549
17 2_163164228 2_163029526 -957.581788423431
18 2_163165562 2_163029526 -958.24368427181
19 2_163166897 2_163029526 -959.032843146218
20 2_163262650 2_163029526 -959.503848627823
21 2_163413317 2_163029526 -958.918703370746
22 2_163495816 2_163029526 -951.759455220703
23 2_163507977 2_163029526 -950.335418576336
24 2_163520139 2_163029526 -949.478922334128
25 2_163582672 2_163029526 -949.151388547068
26 2_164022416 2_163029526 -958.269311514407
27 2_164027702 2_163029526 -957.284064838463
28 2_164032987 2_163029526 -957.056896664133
29 2_164064248 2_163029526 -956.958646993796
30 2_164070405 2_163029526 -956.955671724219
31 2_164076561 2_163029526 -956.952890696655
32 2_164255184 2_163029526 -956.320086735025
33 2_164291807 2_163029526 -937.534157908991
34 2_164314068 2_163029526 -936.664989354641
35 2_164325529 2_163029526 -936.680151829649
36 2_164336991 2_163029526 -936.092266538149
37 2_164348452 2_163029526 -933.475392874672
38 2_164605360 2_163029526 -932.219254929189
39 2_164617986 2_163029526 -931.861214606914
40 2_164628884 2_163029526 -931.604476770361
41 2_164636687 2_163029526 -931.483197802948
42 2_164648869 2_163029526 -931.50674347264
43 2_164668920 2_163029526 -931.689604990013
44 2_164758936 2_163029526 -932.601396203519
45 2_165053217 2_163029526 -926.892297887854
46 2_165121823 2_163029526 -926.741333008657
47 2_165132678 2_163029526 -926.509526114491
48 2_165143532 2_163029526 -914.824415426448
49 2_165154046 2_163029526 -912.239915624196
50 2_165157220 2_163029526 -911.642100847161
51 2_165160395 2_163029526 -910.969364942622
52 2_165163569 2_163029526 -910.544855629121
53 2_165195982 2_163029526 -910.375720100524
54 2_165223558 2_163029526 -910.256206063919
55 2_165251135 2_163029526 -910.139879703175
56 2_165276843 2_163029526 -910.039578658996
57 2_165283031 2_163029526 -910.124484287807
58 2_165290201 2_163029526 -906.43621819541
59 2_165297626 2_163029526 -886.24455203951
60 2_165445995 2_163029526 -883.412729346329
61 2_165451594 2_163029526 -883.086132848632
62 2_165457194 2_163029526 -882.873230619284
63 2_165462793 2_163029526 -882.741509380957
64 2_165468393 2_163029526 -882.69096676905
65 2_165473992 2_163029526 -882.728637265048
66 2_165479592 2_163029526 -882.854586138354
67 2_165485905 2_163029526 -878.942153184427
68 2_165495439 2_163029526 -879.280723886662
69 2_165565236 2_163029526 -879.103995775671
70 2_165569910 2_163029526 -878.648492698788
71 2_165574583 2_163029526 -878.338067672643
72 2_165581587 2_163029526 -877.960917506189
73 2_165605467 2_163029526 -877.972158850127
74 2_165629348 2_163029526 -878.001791188364
75 2_165653228 2_163029526 -878.035048519846
76 2_165677109 2_163029526 -878.054445391694
77 2_165700989 2_163029526 -877.956778486038
78 2_165704891 2_163029526 -877.794768448009
79 2_165706625 2_163029526 -877.644350069686
80 2_165708359 2_163029526 -877.506416361769
81 2_165710093 2_163029526 -877.381729555218
82 2_165711827 2_163029526 -877.270901483377
83 2_165713561 2_163029526 -876.79527910364
84 2_165715295 2_163029526 -876.305549574421
85 2_165717029 2_163029526 -875.916947844305
86 2_165718763 2_163029526 -875.634567932593
87 2_165720497 2_163029526 -875.458413452261
88 2_165722231 2_163029526 -875.385194621824
89 2_165723965 2_163029526 -875.412263890636
90 2_165725699 2_163029526 -875.575384582916
91 2_165802549 2_163029526 -875.629515197089
92 2_165851320 2_163029526 -875.648336902121
93 2_165858793 2_163029526 -875.773852359704
94 2_165864624 2_163029526 -876.428036422812
95 2_165868565 2_163029526 -877.46346716267
96 2_165872506 2_163029526 -878.880786986121
