Var1 Var2 loglik
1 2_163029526 2_163029526 -988.266481412211
2 2_163045161 2_163029526 -988.303631332654
3 2_163061794 2_163029526 -988.338936203619
4 2_163078427 2_163029526 -987.740900657782
5 2_163095060 2_163029526 -986.917686545858
6 2_163111693 2_163029526 -986.38389470602
7 2_163125708 2_163029526 -986.211316073316
8 2_163137394 2_163029526 -985.588153361664
9 2_163149080 2_163029526 -984.483009531971
10 2_163154021 2_163029526 -982.856824661642
11 2_163156127 2_163029526 -981.213260697501
12 2_163157556 2_163029526 -979.60034638948
13 2_163158891 2_163029526 -978.070657229121
14 2_163160225 2_163029526 -976.676515324565
15 2_163161559 2_163029526 -975.464538599606
16 2_163162894 2_163029526 -974.470628904426
17 2_163164228 2_163029526 -973.716478524752
18 2_163165562 2_163029526 -973.208290337945
19 2_163166897 2_163029526 -972.937990145286
20 2_163262650 2_163029526 -972.872301730471
21 2_163413317 2_163029526 -972.790145238679
22 2_163495816 2_163029526 -969.752348881982
23 2_163507977 2_163029526 -969.320581998383
24 2_163520139 2_163029526 -969.282501619745
25 2_163582672 2_163029526 -969.254999781554
26 2_164022416 2_163029526 -964.795616152822
27 2_164027702 2_163029526 -963.820943689605
28 2_164032987 2_163029526 -963.541079574131
29 2_164064248 2_163029526 -963.733417035546
30 2_164070405 2_163029526 -963.741025427028
31 2_164076561 2_163029526 -963.748729879207
32 2_164255184 2_163029526 -962.485879642993
33 2_164291807 2_163029526 -936.73642405078
34 2_164314068 2_163029526 -936.532300295957
35 2_164325529 2_163029526 -936.493806958808
36 2_164336991 2_163029526 -935.984656915729
37 2_164348452 2_163029526 -934.008341562823
38 2_164605360 2_163029526 -933.143635823723
39 2_164617986 2_163029526 -933.165034942639
40 2_164628884 2_163029526 -933.18447376609
41 2_164636687 2_163029526 -933.198832988476
42 2_164648869 2_163029526 -933.205170921815
43 2_164668920 2_163029526 -933.193973950378
44 2_164758936 2_163029526 -933.161667194863
45 2_165053217 2_163029526 -935.215753599963
46 2_165121823 2_163029526 -936.795253615486
47 2_165132678 2_163029526 -937.009773100994
48 2_165143532 2_163029526 -943.650374791843
49 2_165154046 2_163029526 -948.575329053907
50 2_165157220 2_163029526 -949.44464309929
51 2_165160395 2_163029526 -950.508161659878
52 2_165163569 2_163029526 -951.70155185052
53 2_165195982 2_163029526 -952.075574629922
54 2_165223558 2_163029526 -952.317821304353
55 2_165251135 2_163029526 -952.562106475043
56 2_165276843 2_163029526 -952.29049180718
57 2_165283031 2_163029526 -952.060323195657
58 2_165290201 2_163029526 -952.210616833513
59 2_165297626 2_163029526 -959.183438579062
60 2_165445995 2_163029526 -965.291225259654
61 2_165451594 2_163029526 -965.142451547175
62 2_165457194 2_163029526 -965.016718545211
63 2_165462793 2_163029526 -964.910811670143
64 2_165468393 2_163029526 -964.82628675311
65 2_165473992 2_163029526 -964.764146255139
66 2_165479592 2_163029526 -964.724532047038
67 2_165485905 2_163029526 -963.416293340041
68 2_165495439 2_163029526 -963.479364380864
69 2_165565236 2_163029526 -963.501132480298
70 2_165569910 2_163029526 -963.480756299008
71 2_165574583 2_163029526 -963.500901254386
72 2_165581587 2_163029526 -963.599575885461
73 2_165605467 2_163029526 -963.665352459172
74 2_165629348 2_163029526 -963.737834146339
75 2_165653228 2_163029526 -963.812116763055
76 2_165677109 2_163029526 -963.856679431348
77 2_165700989 2_163029526 -963.849009241142
78 2_165704891 2_163029526 -963.82823077287
79 2_165706625 2_163029526 -963.807924954494
80 2_165708359 2_163029526 -963.788373700105
81 2_165710093 2_163029526 -963.769859228915
82 2_165711827 2_163029526 -963.752659176284
83 2_165713561 2_163029526 -963.725979772428
84 2_165715295 2_163029526 -963.683050664982
85 2_165717029 2_163029526 -963.619272137202
86 2_165718763 2_163029526 -963.530407504067
87 2_165720497 2_163029526 -963.416274096353
88 2_165722231 2_163029526 -963.281948931957
89 2_165723965 2_163029526 -963.138622689878
90 2_165725699 2_163029526 -963.054432706317
91 2_165802549 2_163029526 -962.979373511745
92 2_165851320 2_163029526 -962.920400446051
93 2_165858793 2_163029526 -962.87915963328
94 2_165864624 2_163029526 -962.886841851539
95 2_165868565 2_163029526 -963.01881589101
96 2_165872506 2_163029526 -963.278873918124
97 2_165876447 2_163029526 -963.667777710338
98 2_165880388 2_163029526 -964.183058729407
99 2_165884329 2_163029526 -964.79942882405
100 2_165888270 2_163029526 -965.532361708314
101 2_165892211 2_163029526 -966.034502566446
102 2_165896152 2_163029526 -966.050603151426
103 2_165900093 2_163029526 -966.079106726822
104 2_165912941 2_163029526 -966.102915327519
105 2_165925276 2_163029526 -966.106177771735
106 2_165925359 2_163029526 -966.104614758008
107 2_165925441 2_163029526 -966.103848707569
108 2_165930685 2_163029526 -966.106504294185
109 2_166172164 2_163029526 -966.076768735701
110 2_166181382 2_163029526 -966.014258256552
111 2_166190600 2_163029526 -965.95020728958
112 2_166324274 2_163029526 -966.030681081503
113 2_166325217 2_163029526 -966.163567936863
114 2_166326020 2_163029526 -966.303198829114
115 2_166326823 2_163029526 -966.437381856263
116 2_166327627 2_163029526 -966.511155774233
117 2_166328430 2_163029526 -966.548179898783
118 2_166377584 2_163029526 -966.550163622631
119 2_166382507 2_163029526 -966.479375701668
120 2_166387430 2_163029526 -966.496648072681
121 2_166394815 2_163029526 -966.603089044249
122 2_166403288 2_163029526 -966.876106181458
123 2_166407404 2_163029526 -967.201209697655
124 2_166411519 2_163029526 -967.301826479048
125 2_166415634 2_163029526 -967.413265389868
126 2_166419069 2_163029526 -967.533923322852
127 2_166422503 2_163029526 -967.661842846899
128 2_166425938 2_163029526 -967.794814482365
129 2_166429372 2_163029526 -967.930527467017
130 2_166432807 2_163029526 -968.066746863367
131 2_166439999 2_163029526 -968.20146163848
132 2_166448156 2_163029526 -968.332833244612
133 2_166475596 2_163029526 -968.467008162285
134 2_166491355 2_163029526 -968.20051990723
135 2_166507114 2_163029526 -968.340446077804
136 2_166522873 2_163029526 -968.873941129031
137 2_166537635 2_163029526 -969.030608066868
138 2_166552260 2_163029526 -969.049904860437
139 2_166566886 2_163029526 -968.667320444828
140 2_166581511 2_163029526 -968.670966269983
141 2_166592132 2_163029526 -968.455447025307
142 2_166599166 2_163029526 -968.223847075432
143 2_166606199 2_163029526 -968.065993303509
144 2_166613233 2_163029526 -968.007775671105
145 2_166623650 2_163029526 -969.23833902033
146 2_166754477 2_163029526 -970.544009777142
147 2_166783106 2_163029526 -970.369164936059
148 2_166802407 2_163029526 -970.207055739722
149 2_166805057 2_163029526 -970.05359957851
150 2_166807706 2_163029526 -969.907105747686
151 2_166811338 2_163029526 -969.761741433089
152 2_166839967 2_163029526 -969.670193666027
153 2_166951357 2_163029526 -969.03852813542
154 2_166992184 2_163029526 -969.045370606804
155 2_167033011 2_163029526 -969.035037444691
156 2_167073838 2_163029526 -967.331998327819
157 2_167142758 2_163029526 -966.845271878453
158 2_167274124 2_163029526 -967.453025377939
159 2_167282638 2_163029526 -966.601134429826
160 2_167286179 2_163029526 -965.820889756003
161 2_167289719 2_163029526 -965.127718581423
162 2_167293260 2_163029526 -964.701658982796
163 2_167306473 2_163029526 -964.34861681801
164 2_167322761 2_163029526 -964.318362954069
165 2_167349466 2_163029526 -964.336887149729
166 2_167360748 2_163029526 -964.34292634537
167 2_167372030 2_163029526 -964.348662710578
168 2_167396998 2_163029526 -964.344348432838
169 2_167523201 2_163029526 -961.150376143229
