Var1 Var2 loglik
1 2_163029526 2_163029526 -971.464184502565
2 2_163045161 2_163029526 -971.466327230008
3 2_163061794 2_163029526 -971.468616537266
4 2_163078427 2_163029526 -971.143529795829
5 2_163095060 2_163029526 -970.628593933912
6 2_163111693 2_163029526 -970.134517214359
7 2_163125708 2_163029526 -969.608306659067
8 2_163137394 2_163029526 -967.115771566439
9 2_163149080 2_163029526 -964.351841684798
10 2_163154021 2_163029526 -964.29172890775
11 2_163156127 2_163029526 -964.2561789652
12 2_163157556 2_163029526 -964.244903109605
13 2_163158891 2_163029526 -964.256869505239
14 2_163160225 2_163029526 -964.290359105894
15 2_163161559 2_163029526 -964.343115085636
16 2_163162894 2_163029526 -964.412567142574
17 2_163164228 2_163029526 -964.496097947881
18 2_163165562 2_163029526 -964.591273130442
19 2_163166897 2_163029526 -964.695802776202
20 2_163262650 2_163029526 -963.779084726546
21 2_163413317 2_163029526 -961.539556725963
22 2_163495816 2_163029526 -959.905385715129
23 2_163507977 2_163029526 -960.010387182167
24 2_163520139 2_163029526 -960.214530430775
25 2_163582672 2_163029526 -960.546878387826
26 2_164022416 2_163029526 -963.806273363201
27 2_164027702 2_163029526 -962.912601018513
28 2_164032987 2_163029526 -962.58070781503
29 2_164064248 2_163029526 -962.943046213138
30 2_164070405 2_163029526 -962.942304538074
31 2_164076561 2_163029526 -962.941749056285
32 2_164255184 2_163029526 -962.55794923844
33 2_164291807 2_163029526 -957.068177239407
34 2_164314068 2_163029526 -956.597169767815
35 2_164325529 2_163029526 -956.204257232833
36 2_164336991 2_163029526 -955.872859109862
37 2_164348452 2_163029526 -955.685957340306
38 2_164605360 2_163029526 -955.639892085701
39 2_164617986 2_163029526 -955.935185501355
40 2_164628884 2_163029526 -956.242905769999
41 2_164636687 2_163029526 -956.560963807181
42 2_164648869 2_163029526 -956.818234949958
43 2_164668920 2_163029526 -956.596455078157
44 2_164758936 2_163029526 -955.866279115328
45 2_165053217 2_163029526 -954.299087243227
46 2_165121823 2_163029526 -954.177642088233
47 2_165132678 2_163029526 -954.139405951536
48 2_165143532 2_163029526 -953.582675379707
49 2_165154046 2_163029526 -952.542077980939
50 2_165157220 2_163029526 -951.10792291626
51 2_165160395 2_163029526 -949.836075860009
52 2_165163569 2_163029526 -947.917216874075
53 2_165195982 2_163029526 -946.850816909513
54 2_165223558 2_163029526 -946.610837491408
55 2_165251135 2_163029526 -946.476738514905
56 2_165276843 2_163029526 -945.129580389852
57 2_165283031 2_163029526 -944.152667030409
58 2_165290201 2_163029526 -942.769944178252
59 2_165297626 2_163029526 -935.135382826902
60 2_165445995 2_163029526 -933.20131345427
61 2_165451594 2_163029526 -932.869214883763
62 2_165457194 2_163029526 -932.548740799137
63 2_165462793 2_163029526 -932.283434927624
64 2_165468393 2_163029526 -932.035962314376
65 2_165473992 2_163029526 -931.795270762654
66 2_165479592 2_163029526 -931.562131012273
67 2_165485905 2_163029526 -928.407864737398
68 2_165495439 2_163029526 -928.36493117253
69 2_165565236 2_163029526 -928.142763106557
70 2_165569910 2_163029526 -927.825180564032
71 2_165574583 2_163029526 -927.667966288713
72 2_165581587 2_163029526 -926.86454050074
73 2_165605467 2_163029526 -926.660354712849
74 2_165629348 2_163029526 -926.582763169231
75 2_165653228 2_163029526 -926.569788293923
76 2_165677109 2_163029526 -926.591553456419
77 2_165700989 2_163029526 -926.525096337898
78 2_165704891 2_163029526 -926.46506174381
79 2_165706625 2_163029526 -926.428096630476
80 2_165708359 2_163029526 -926.414790556234
81 2_165710093 2_163029526 -926.425439618991
82 2_165711827 2_163029526 -926.460032634899
83 2_165713561 2_163029526 -926.020193385907
84 2_165715295 2_163029526 -925.493921790149
85 2_165717029 2_163029526 -925.044346170582
86 2_165718763 2_163029526 -924.712954741414
87 2_165720497 2_163029526 -924.539449468925
88 2_165722231 2_163029526 -924.550443614815
89 2_165723965 2_163029526 -924.743749735897
90 2_165725699 2_163029526 -924.847642372638
91 2_165802549 2_163029526 -924.952762426926
92 2_165851320 2_163029526 -924.914084674971
93 2_165858793 2_163029526 -924.535432722509
94 2_165864624 2_163029526 -924.012557824368
95 2_165868565 2_163029526 -923.573856744427
96 2_165872506 2_163029526 -923.224240959832
97 2_165876447 2_163029526 -922.967712725032
