Var1 Var2 loglik
1 2_163029526 2_163029526 -973.774770494328
2 2_163045161 2_163029526 -973.773334105482
3 2_163061794 2_163029526 -973.770361806701
4 2_163078427 2_163029526 -973.08681621577
5 2_163095060 2_163029526 -971.929488525875
6 2_163111693 2_163029526 -970.752975067592
7 2_163125708 2_163029526 -969.637037061529
8 2_163137394 2_163029526 -970.402191809377
9 2_163149080 2_163029526 -971.058606013577
10 2_163154021 2_163029526 -970.883083709286
11 2_163156127 2_163029526 -970.735986040149
12 2_163157556 2_163029526 -970.624075835
13 2_163158891 2_163029526 -970.552592403164
14 2_163160225 2_163029526 -970.52453640429
15 2_163161559 2_163029526 -970.540212744142
16 2_163162894 2_163029526 -970.597164653537
17 2_163164228 2_163029526 -970.690505261584
18 2_163165562 2_163029526 -970.813597065932
19 2_163166897 2_163029526 -970.958907318965
20 2_163262650 2_163029526 -971.024757791225
21 2_163413317 2_163029526 -970.875133405649
22 2_163495816 2_163029526 -968.893738885669
23 2_163507977 2_163029526 -968.383778166434
24 2_163520139 2_163029526 -967.94052561647
25 2_163582672 2_163029526 -967.615877830886
26 2_164022416 2_163029526 -965.356052709004
27 2_164027702 2_163029526 -964.765699611549
28 2_164032987 2_163029526 -964.513967003363
29 2_164064248 2_163029526 -964.524961490539
30 2_164070405 2_163029526 -964.52509344815
31 2_164076561 2_163029526 -964.525114373398
32 2_164255184 2_163029526 -964.648963425366
33 2_164291807 2_163029526 -948.974381646808
34 2_164314068 2_163029526 -948.746240001762
35 2_164325529 2_163029526 -948.698348924238
36 2_164336991 2_163029526 -948.716590820755
37 2_164348452 2_163029526 -949.240799468625
38 2_164605360 2_163029526 -949.990893314889
39 2_164617986 2_163029526 -949.957479591958
40 2_164628884 2_163029526 -949.935531471878
41 2_164636687 2_163029526 -949.922163960736
42 2_164648869 2_163029526 -949.910645268687
43 2_164668920 2_163029526 -949.926384680856
44 2_164758936 2_163029526 -950.040656754914
45 2_165053217 2_163029526 -946.274424681621
46 2_165121823 2_163029526 -946.214495640376
47 2_165132678 2_163029526 -946.19563100783
48 2_165143532 2_163029526 -942.577753413454
49 2_165154046 2_163029526 -941.924959191993
50 2_165157220 2_163029526 -941.952419183296
51 2_165160395 2_163029526 -941.997693245281
52 2_165163569 2_163029526 -942.017359956587
53 2_165195982 2_163029526 -941.916937285699
54 2_165223558 2_163029526 -941.91297775758
55 2_165251135 2_163029526 -941.931200811584
56 2_165276843 2_163029526 -942.047611768463
57 2_165283031 2_163029526 -941.870663928964
58 2_165290201 2_163029526 -940.579078871456
59 2_165297626 2_163029526 -936.562659107435
60 2_165445995 2_163029526 -936.539111060407
61 2_165451594 2_163029526 -936.709440120229
62 2_165457194 2_163029526 -936.905585089665
63 2_165462793 2_163029526 -937.082478315766
64 2_165468393 2_163029526 -937.267880795498
65 2_165473992 2_163029526 -937.472282244519
66 2_165479592 2_163029526 -937.695068570254
67 2_165485905 2_163029526 -938.224101687126
68 2_165495439 2_163029526 -938.309725693353
69 2_165565236 2_163029526 -938.403350713872
70 2_165569910 2_163029526 -938.547211729466
71 2_165574583 2_163029526 -938.758791643606
72 2_165581587 2_163029526 -939.455295681251
73 2_165605467 2_163029526 -939.460944415392
74 2_165629348 2_163029526 -939.455555778192
75 2_165653228 2_163029526 -939.448655372
76 2_165677109 2_163029526 -939.442409477763
77 2_165700989 2_163029526 -939.407279479138
78 2_165704891 2_163029526 -939.306717784943
79 2_165706625 2_163029526 -939.205977576606
80 2_165708359 2_163029526 -939.105608585502
81 2_165710093 2_163029526 -939.006173242344
82 2_165711827 2_163029526 -938.908234920766
83 2_165713561 2_163029526 -938.737444858427
84 2_165715295 2_163029526 -938.552186263803
85 2_165717029 2_163029526 -938.364017143203
86 2_165718763 2_163029526 -938.163978378936
87 2_165720497 2_163029526 -937.945473651194
88 2_165722231 2_163029526 -937.707118352804
89 2_165723965 2_163029526 -937.456234805899
90 2_165725699 2_163029526 -937.286566049539
91 2_165802549 2_163029526 -937.184787526622
92 2_165851320 2_163029526 -937.112703410701
93 2_165858793 2_163029526 -936.720603558257
94 2_165864624 2_163029526 -935.665364381677
95 2_165868565 2_163029526 -934.691580531688
96 2_165872506 2_163029526 -933.814994346825
97 2_165876447 2_163029526 -933.049818507606
98 2_165880388 2_163029526 -932.408042424735
99 2_165884329 2_163029526 -931.903108372179
100 2_165888270 2_163029526 -931.540046559956
101 2_165892211 2_163029526 -931.374030622948
102 2_165896152 2_163029526 -931.322523010408
103 2_165900093 2_163029526 -931.268863445076
104 2_165912941 2_163029526 -931.230561136204
105 2_165925276 2_163029526 -931.207974294399
106 2_165925359 2_163029526 -931.187940305045
107 2_165925441 2_163029526 -931.168617752785
108 2_165930685 2_163029526 -931.13291614363
109 2_166172164 2_163029526 -930.941796565941
110 2_166181382 2_163029526 -930.641184577905
111 2_166190600 2_163029526 -930.483624055708
112 2_166324274 2_163029526 -930.350553508307
113 2_166325217 2_163029526 -930.407277092365
114 2_166326020 2_163029526 -930.591224355467
115 2_166326823 2_163029526 -930.912064305939
116 2_166327627 2_163029526 -931.033079602698
117 2_166328430 2_163029526 -930.961377790969
118 2_166377584 2_163029526 -930.856144684807
119 2_166382507 2_163029526 -930.679770675491
120 2_166387430 2_163029526 -930.616541517946
