Var1 Var2 loglik
1 2_163029526 2_163029526 -860.792310543956
2 2_163045161 2_163029526 -860.791514043003
3 2_163061794 2_163029526 -860.788410252199
4 2_163078427 2_163029526 -860.11638586909
5 2_163095060 2_163029526 -858.986982656175
6 2_163111693 2_163029526 -857.847072379311
7 2_163125708 2_163029526 -856.771466428512
8 2_163137394 2_163029526 -857.476691916372
9 2_163149080 2_163029526 -858.119991099619
10 2_163154021 2_163029526 -857.956554697532
11 2_163156127 2_163029526 -857.821242623036
12 2_163157556 2_163029526 -857.720796485281
13 2_163158891 2_163029526 -857.660442014251
14 2_163160225 2_163029526 -857.643171752687
15 2_163161559 2_163029526 -857.669281792719
16 2_163162894 2_163029526 -857.736300614326
17 2_163164228 2_163029526 -857.839314818164
18 2_163165562 2_163029526 -857.971648304063
19 2_163166897 2_163029526 -858.125758332975
20 2_163262650 2_163029526 -858.184787723525
21 2_163413317 2_163029526 -857.995233783857
22 2_163495816 2_163029526 -856.049898499674
23 2_163507977 2_163029526 -855.517115562313
24 2_163520139 2_163029526 -855.058238611593
25 2_163582672 2_163029526 -854.754909146607
26 2_164022416 2_163029526 -852.410342305098
27 2_164027702 2_163029526 -851.920008151347
28 2_164032987 2_163029526 -851.691983854155
29 2_164064248 2_163029526 -851.707198069831
30 2_164070405 2_163029526 -851.707111027366
31 2_164076561 2_163029526 -851.706912811382
32 2_164255184 2_163029526 -851.879672473021
33 2_164291807 2_163029526 -836.833871555964
34 2_164314068 2_163029526 -836.628675115601
35 2_164325529 2_163029526 -836.570337178087
36 2_164336991 2_163029526 -836.592711873533
37 2_164348452 2_163029526 -837.18314120083
38 2_164605360 2_163029526 -837.987620802789
39 2_164617986 2_163029526 -837.960572156845
40 2_164628884 2_163029526 -837.945587410061
41 2_164636687 2_163029526 -837.93572578486
42 2_164648869 2_163029526 -837.918958419928
43 2_164668920 2_163029526 -837.93587366494
44 2_164758936 2_163029526 -838.056090047473
45 2_165053217 2_163029526 -834.402831717303
46 2_165121823 2_163029526 -834.35379749741
47 2_165132678 2_163029526 -834.328612532536
48 2_165143532 2_163029526 -830.756466977543
49 2_165154046 2_163029526 -830.020701488886
50 2_165157220 2_163029526 -830.031353725124
51 2_165160395 2_163029526 -830.055905272855
52 2_165163569 2_163029526 -830.036754562204
53 2_165195982 2_163029526 -829.921299973065
54 2_165223558 2_163029526 -829.910497359606
55 2_165251135 2_163029526 -829.921384628934
56 2_165276843 2_163029526 -830.024071722596
57 2_165283031 2_163029526 -829.847426484795
58 2_165290201 2_163029526 -828.606552134639
59 2_165297626 2_163029526 -824.763718730631
60 2_165445995 2_163029526 -824.761742138377
61 2_165451594 2_163029526 -824.956984601934
62 2_165457194 2_163029526 -825.176971339331
63 2_165462793 2_163029526 -825.377665876892
64 2_165468393 2_163029526 -825.586958489797
65 2_165473992 2_163029526 -825.815047618712
66 2_165479592 2_163029526 -826.0611957892
67 2_165485905 2_163029526 -826.81464142843
68 2_165495439 2_163029526 -826.913028332018
69 2_165565236 2_163029526 -827.008803762236
70 2_165569910 2_163029526 -827.140876506552
71 2_165574583 2_163029526 -827.348773499039
72 2_165581587 2_163029526 -828.123010013273
73 2_165605467 2_163029526 -828.135270287891
74 2_165629348 2_163029526 -828.135467075672
75 2_165653228 2_163029526 -828.134444731317
76 2_165677109 2_163029526 -828.132450297405
77 2_165700989 2_163029526 -828.100434881987
78 2_165704891 2_163029526 -828.007208282747
79 2_165706625 2_163029526 -827.91418725078
80 2_165708359 2_163029526 -827.82189038002
81 2_165710093 2_163029526 -827.730842113923
82 2_165711827 2_163029526 -827.6415620342
83 2_165713561 2_163029526 -827.469707683376
84 2_165715295 2_163029526 -827.280374026923
85 2_165717029 2_163029526 -827.087077463482
86 2_165718763 2_163029526 -826.880329659559
87 2_165720497 2_163029526 -826.653211918834
88 2_165722231 2_163029526 -826.404360860674
89 2_165723965 2_163029526 -826.141576775211
90 2_165725699 2_163029526 -825.962238861548
91 2_165802549 2_163029526 -825.860438571921
92 2_165851320 2_163029526 -825.78746732829
93 2_165858793 2_163029526 -825.399975795987
94 2_165864624 2_163029526 -824.361168469866
95 2_165868565 2_163029526 -823.398213526014
96 2_165872506 2_163029526 -822.526439150078
97 2_165876447 2_163029526 -821.759786213535
98 2_165880388 2_163029526 -821.110134966511
99 2_165884329 2_163029526 -820.595242216716
100 2_165888270 2_163029526 -820.216704966528
101 2_165892211 2_163029526 -820.040823073692
102 2_165896152 2_163029526 -819.995150405315
103 2_165900093 2_163029526 -819.947453948157
104 2_165912941 2_163029526 -819.912772559179
105 2_165925276 2_163029526 -819.891101110395
106 2_165925359 2_163029526 -819.871550334753
107 2_165925441 2_163029526 -819.852447727288
108 2_165930685 2_163029526 -819.822856065248
109 2_166172164 2_163029526 -819.634975778836
110 2_166181382 2_163029526 -819.332214728749
111 2_166190600 2_163029526 -819.168513891052
